Store,Core SKUs Availability,Shelf Space,Total Energy Drink Shelf Space,Comp#1 Shelf Space,Brand Visibility Condition,Brand Messaging Score,Price Comm Condition Score,Ambient Placement Condition Additional,Ambient Placements Additional,Comp#1 Placement Ambient  Additional,Chilled Placement Additional,Comp#1 Placement Chilled  Additional,Cashier Placement Cooler Condition,Cashier Coolers With SKU Available,Cashier Coolers With Comp#1 Available,Shelf Space Condition,POS Communication Condition,Available Placements Types In Store,Energy Shelf Space Share,Chilled Cashier Placement,Main Competitor SKU,Ambient Placement Additional ,Buying Group,Key Account,Distributor,Sales Gross,Sales Net,Actual Service Frequency,Volume 12pck,Volume 4pck,Volume 6pck,Volume Single,Volume,SKU Distribution
1003491792,100,5,16,3.5,100,66.7,100,100,1,1,0,0,100,1,1,83.6,87.5,3,31.7,1,19,1,780004,784519,5938,1129,1087,2,,,,101,101,15
1003492974,86.7,7,20,6,66.7,100,100,100,1,0,1,1,0,0,0,90.7,87.5,3,35.4,0,33,1,780004,781237,5908,5562,5458,4,,13,4,416,433,15
1003493377,100,6,14,1.3,100,50,100,0,0,0,0,0,100,1,0,100,81.3,2,44.4,1,7,0,786531,786532,5901,1549,1357,2,,2,,118,120,15
1003494244,100,6,6,0,100,33.3,100,100,1,0,0,1,100,1,0,100,75,3,100,1,1,1,786531,786532,5904,1320,1153,2,,,,70,70,14
1003494438,53.3,3,8,1,100,50,0,100,2,1,1,0,100,1,0,94.6,56.3,4,37.5,1,9,1,786531,786532,5937,1482,1292,3,,5,,239,244,15
1003500247,100,5,18,5,66.7,33.3,100,100,1,1,0,0,100,1,1,76.7,62.5,3,28.2,1,23,1,780004,780340,5938,2023,1972,4,,8,,154,162,15
1003502768,100,6,20,4.3,100,0,100,100,2,0,1,0,0,0,0,81.7,62.5,3,30.8,0,23,1,786531,786532,5901,1074,938,1,,1,,55,56,12
1003502782,86.7,8,17,3,100,0,100,100,1,0,1,0,0,0,0,100,62.5,3,47.1,0,23,1,786531,786532,5937,4273,3702,3,,14,,284,298,15
1003502818,93.3,5,5,0,100,66.7,0,100,1,0,1,2,0,0,0,100,62.5,3,100,0,1,1,780004,784104,5904,695,642,1,,,,108,108,15
1003502840,100,7.5,17,5.3,66.7,0,0,100,1,2,1,0,0,0,0,100,25,3,44.1,0,22,1,788371,780217,5908,3216,3105,4,,5,4,265,274,15
1003502847,100,8,30,6.8,100,66.7,100,100,1,0,0,0,100,1,1,73.9,87.5,3,26.7,1,35,1,788371,780008,5901,2520,2433,4,,1,2,154,157,15
1003502886,86.7,4.3,9,2,100,50,0,100,1,0,0,0,0,0,0,100,56.3,2,47.2,0,6,1,788371,780217,5904,1478,1427,4,,,9,130,139,15
1003502970,100,4,11,2,100,100,100,0,0,0,0,0,0,0,0,92.5,100,1,36.4,0,15,0,786531,786549,5901,1265,1265,2,,,,60,60,14
1003503808,86.7,5,16,3.5,100,0,100,100,1,1,0,0,0,0,0,82.6,62.5,2,31.3,0,20,1,788371,780008,5901,4655,4492,4,,,,345,345,13
1003503834,93.3,8,19,4.3,66.7,0,100,0,0,0,1,1,100,1,1,100,50,3,42.1,1,20,0,788371,780217,5937,4581,4413,4,,2,,330,332,15
1003503871,100,8,20,6.5,75,75,100,100,1,0,2,1,100,1,0,99.4,81.3,4,40,1,27,1,780004,784104,5904,2661,2428,3,,1,,199,200,15
1003504270,93.3,4.3,15,3.5,100,100,100,0,0,0,0,0,0,0,0,78.9,100,1,29.3,0,28,0,780004,784104,5908,610,565,1,,,,74,74,11
1003504770,100,9,16,1.5,66.7,0,100,100,1,0,1,0,0,0,0,100,50,3,57.1,0,8,1,786531,786532,5901,2121,1883,2,,5,,275,280,15
1003506843,100,4,4,0,0,0,0,100,1,0,0,1,0,0,0,100,0,2,100,0,1,1,786531,786532,5904,918,877,1,,4,,81,85,15
1003507642,100,6,6,0,100,33.3,100,100,1,0,0,1,100,1,0,100,75,3,100,1,1,1,786531,786532,5937,4391,3908,3,,7,,239,246,14
1003521096,100,5,14,4,100,0,100,0,0,1,0,0,0,0,0,92.5,62.5,1,36.4,0,20,0,780004,785637,5904,2052,2019,4,,2,,170,172,15
1003521246,100,6,17,4.3,50,100,100,0,0,0,1,0,0,0,0,90.4,81.3,2,35.3,0,23,0,788371,780008,5904,3335,3210,4,,2,,202,204,15
1003521676,93.3,3,8,2,100,0,100,100,1,1,0,0,0,0,0,94.6,62.5,2,37.5,0,16,1,788371,780008,5938,4615,4447,4,,,9,302,311,15
1003531869,93.3,5,13,3,100,66.7,100,100,3,3,0,0,100,1,1,97.9,87.5,3,39.2,1,19,1,780004,784519,5938,2262,2157,2,,3,,175,178,15
1003531878,80,6,11,3.3,100,0,0,100,1,0,1,0,0,0,1,100,37.5,3,55.8,0,21,1,786531,786532,5904,1963,1739,4,3,25,,118,146,15
1003541143,86.7,6,14,3.8,100,0,100,0,0,0,1,1,0,0,0,100,62.5,2,42.1,0,14,0,786531,786532,5901,777,692,2,,,,84,84,12
1003543727,93.3,7,17,5,100,50,0,100,2,0,1,0,100,1,0,100,56.3,4,41.2,1,31,1,780004,784104,5938,1309,1309,1,,4,,59,63,14
1003544891,93.3,5,13,0.5,100,100,0,100,1,0,0,1,100,1,0,96.5,75,3,38.5,1,1,1,786531,786532,5937,1915,1748,3,,8,,72,80,14
1003545390,93.3,8,12,1,100,0,100,0,0,0,2,1,0,0,0,100,62.5,2,69.6,0,8,0,786531,786532,5937,579,510,1,,2,,80,82,15
1003546698,86.7,5,15,4,100,100,0,0,0,0,0,0,100,1,0,85.6,75,2,32.8,1,31,0,786531,786532,5908,373,331,1,,1,,78,79,13
1003547804,100,6,15,5,50,0,100,100,1,2,1,0,100,1,1,100,43.8,4,41.4,1,31,1,788371,780217,5908,1970,1903,3,,2,10,171,183,15
1003547815,93.3,6,16,2.3,100,100,0,100,1,0,1,1,0,0,0,97,75,3,38.7,0,16,1,780004,784104,5937,3634,3421,3,,15,,236,251,15
1003547821,100,5,14,4.3,100,50,100,100,2,1,2,1,100,1,1,91.2,81.3,4,35.7,1,19,1,788371,780217,5908,1395,1349,2,,,2,99,101,14
1003547836,93.3,6.8,17,4.8,25,0,100,100,2,1,1,0,100,2,1,100,34.4,4,40.9,1,20,1,788371,780217,5908,4080,3935,4,,4,10,310,324,15
1003548407,93.3,5,24,7.5,100,0,100,0,0,0,1,0,0,0,1,62.7,62.5,2,20.8,0,29,0,788371,780008,5901,3175,3059,4,,,3,216,219,15
1003548942,100,8,16,6.5,100,33.3,0,0,0,0,1,0,100,1,1,100,50,3,51.6,1,14,0,786531,786549,5937,1896,1680,4,,1,,170,171,15
1003549714,100,8,21,4.8,100,66.7,100,100,1,1,2,0,0,0,0,95.8,87.5,3,38.1,0,30,1,788371,780008,5901,1384,1330,4,,,,264,264,15
1003549731,80,6,15,4,0,100,100,0,0,0,0,0,0,0,0,99.4,62.5,1,40,0,12,0,788371,780008,5908,3621,3486,4,,,,246,246,13
1003550322,100,8,8,0,100,100,0,100,1,0,0,0,100,1,1,100,75,3,97,1,0,1,786531,786532,5937,1790,1598,3,,1,,145,146,15
1003552586,100,4,11,2,100,100,0,0,0,0,0,1,100,1,0,92.5,75,2,36.4,1,8,0,780004,784104,5937,1376,1298,3,,,,101,101,15
1003561185,100,5,16,4.5,50,0,0,100,1,1,0,0,0,0,0,83.6,18.8,2,31.7,0,27,1,780004,780026,5901,3858,3577,4,,,13,271,284,15
1003561781,93.3,7,13,4.5,66.7,100,100,100,2,0,0,0,100,1,0,100,87.5,3,53.8,1,35,1,786531,786532,5908,1145,991,1,,,,65,65,12
1003562271,93.3,5,15,3.5,100,100,0,100,1,0,0,0,100,1,1,88.8,75,3,34.5,1,29,1,780004,784104,5937,1646,1571,3,,4,,150,154,15
1003568206,100,5,16,3.5,100,66.7,100,100,1,0,1,0,0,0,1,82.6,87.5,3,31.3,0,24,1,786531,786532,5901,1082,1009,2,,1,,100,101,15
1003572229,86.7,3.5,9,3.5,100,66.7,0,100,1,0,1,0,0,0,0,97.3,62.5,3,38.9,0,17,1,780004,784104,5901,1161,1064,1,,2,,119,121,15
1003580986,86.7,3,18,4.3,50,0,100,0,0,1,1,0,0,0,0,55.1,43.8,2,16.9,0,20,0,788371,780008,5901,5329,5152,5,,,,296,296,13
1003581003,60,3,16,5.3,100,0,100,0,0,1,0,0,0,0,1,59.3,62.5,1,19,0,24,0,788371,780008,5901,4423,4276,4,,,,324,324,11
1003582422,93.3,6,7,0,100,0,100,100,1,0,1,1,0,0,0,100,62.5,3,85.7,0,1,1,780004,784104,5901,1421,1294,1,,,,127,127,15
1003582452,100,7,12,3.5,100,33.3,0,100,1,0,1,1,0,0,0,100,50,3,58.3,0,17,1,786531,786532,5908,1880,1659,2,,2,,136,138,15
1003582672,100,5,16,4.8,66.7,0,0,100,2,0,1,0,0,0,0,82.6,25,3,31.3,0,34,1,788371,780008,5908,4147,4005,5,,,,236,236,15
1003585269,93.3,5,17,5.5,100,0,100,0,0,0,0,0,0,0,0,80,62.5,1,29.9,0,18,0,788371,780008,5938,5055,4878,5,,3,2,300,305,14
1003631326,100,4,8,0,100,100,100,100,1,1,1,0,0,0,1,100,100,3,51.6,0,0,1,780004,784104,5937,1616,1529,4,,2,,116,118,15
1003631330,93.3,6,12,0,100,33.3,100,100,1,0,0,1,100,1,0,100,75,3,49,1,1,1,786531,786532,5901,198,177,2,,1,,45,46,14
1003631722,100,5,17,5,0,0,100,0,0,0,0,0,0,0,0,79.1,25,1,29.4,0,31,0,780004,780340,5901,3372,3263,4,,4,0,230,234,15
1003649064,73.3,5,11,0,100,100,100,0,0,0,1,1,0,0,0,100,100,2,44.4,0,1,0,786531,786532,5904,1170,1040,3,,6,,76,82,14
1003659077,93.3,6,19,5.5,100,0,100,0,0,0,0,0,0,0,0,83.3,62.5,1,31.6,0,12,0,788371,780217,5901,2005,1936,5,,,,135,135,15
1003690184,100,8,10,2,100,100,100,0,0,0,0,1,100,1,0,100,100,2,80,1,8,0,786531,786549,5937,0,0,1,,4,,64,68,15
1003752549,100,5,16,4.5,100,66.7,100,100,1,0,1,0,0,0,0,83.6,87.5,3,31.7,0,32,1,788371,780008,5908,1119,1078,4,,,,108,108,13
1003755367,100,8,12,0,100,100,100,100,1,0,2,2,100,1,0,100,100,4,66.7,1,1,1,786531,786532,5901,1258,1105,2,,9,,107,116,15
1003782221,93.3,5,27,8,100,100,100,100,1,0,0,0,100,1,0,58.2,100,3,18.5,1,33,1,786531,786532,5901,629,568,1,2,1,4,96,103,14
1003840528,100,5,18,4.8,50,0,0,100,1,1,0,0,0,0,0,53.3,18.8,2,27.8,0,23,1,788371,780008,5908,4820,4639,4,,3,,308,311,15
1003845429,73.3,4,16,4.8,100,0,100,0,0,0,0,0,0,0,0,72.2,62.5,1,25.8,0,25,0,788371,780008,5938,5025,4838,4,,,,417,417,12
1003859072,93.3,8,23,4,100,100,0,0,0,0,0,0,100,1,1,89.4,75,2,34.8,1,18,0,786531,786532,5901,2415,2092,2,,5,,134,139,14
1003903265,86.7,6,17,5,100,100,100,0,0,0,0,0,0,0,0,90.4,100,1,35.3,0,28,0,788371,780008,5908,2746,2647,4,,5,,197,202,15
1003905434,80,4.5,17,4.8,100,50,100,100,1,0,0,0,0,0,0,73.5,81.3,2,26.5,0,23,1,788371,780008,5901,6403,6181,5,,,,265,265,13
1003905974,66.7,7,8,0,100,100,100,100,1,0,0,0,100,1,1,100,100,3,87.5,1,0,1,786531,786549,5901,414,359,1,,4,,96,100,15
1003908968,80,8,8,0,100,50,0,0,0,0,1,1,0,0,0,100,56.3,2,100,0,1,0,786531,786532,5904,496,424,1,,12,,70,82,12
1003915133,100,3,8,0,100,0,0,100,1,0,1,1,0,0,0,94.6,37.5,3,37.5,0,1,1,786531,786532,5904,3478,3103,3,,22,,286,308,15
1003920454,100,4,12,3,100,0,100,0,0,1,0,1,0,0,0,89.4,62.5,1,34.8,0,22,0,780004,785609,5904,4314,4176,5,,6,,279,285,15
1004134414,73.3,6,6,0,100,100,100,0,0,0,1,0,0,0,0,100,100,2,100,0,1,0,786531,786549,5904,471,471,1,1,,,30,31,12
1004277230,93.3,4,16,5.5,0,0,100,0,0,0,0,0,0,0,0,70.7,25,1,25,0,31,0,780004,781684,5901,7103,6721,8,,,,635,635,15
1004329405,93.3,5,14,4.8,100,50,100,100,2,0,0,0,0,0,0,91.2,81.3,2,35.7,0,27,1,780004,781684,5901,8312,7872,9,,2,,614,616,15
1004683168,80,5,14,5,50,50,100,100,1,0,0,0,0,0,0,91.2,62.5,2,35.7,0,25,1,780004,781684,5901,9814,9311,9,,5,,729,734,15
1004760997,100,6,18,5,50,50,0,100,1,0,0,0,0,0,0,86.6,37.5,2,33.3,0,20,1,788371,780008,5938,6449,6224,4,,,6,364,370,15
1004894465,93.3,4,14,4.8,50,0,100,0,0,0,0,0,100,1,0,77.5,43.8,2,28.6,1,28,0,788371,780008,5908,2153,2079,4,,,,202,202,15
1004905490,100,7,20,6,100,33.3,100,100,2,2,1,1,0,0,0,90.7,75,3,35.4,0,29,1,780004,781237,5937,8632,8472,8,,15,6,652,673,15
1005071054,86.7,6,13,5.5,100,66.7,100,100,1,0,0,1,100,1,0,100,87.5,3,46.2,1,18,1,780004,784104,5901,564,524,2,,2,,36,38,12
1005137404,93.3,9,20,6,33.3,0,100,100,1,1,1,0,0,0,0,100,37.5,3,44.4,0,32,1,788371,780217,5904,2425,2337,3,,1,15,195,210,15
1005195501,100,6,7,0,100,100,100,100,1,0,1,2,0,0,0,100,100,3,85.7,0,1,1,786531,786532,5938,1040,911,2,,,,63,63,15
1005231016,100,8,24,7,100,0,100,0,0,0,0,0,0,0,0,88,62.5,1,34,0,32,0,780004,780600,5908,3902,3792,4,,3,,308,311,15
1005360807,100,7.5,18,5.8,50,0,0,100,2,3,2,2,100,3,1,100,18.8,4,42.9,1,35,1,788371,780217,5908,3143,3033,4,,3,2,246,251,15
1005603960,46.7,5,14,5,50,0,100,100,1,0,0,0,0,0,0,91.2,43.8,2,35.7,0,27,1,780004,781684,5901,6619,6291,8,,3,,584,587,15
1005618583,100,5,11,3,100,33.3,100,100,2,1,1,0,0,0,0,100,75,3,44.4,0,23,1,780004,784104,5901,308,287,1,,1,,61,62,14
1005618612,93.3,8,10,0.8,100,0,100,100,3,0,0,1,100,2,0,100,62.5,3,80,1,7,1,786531,786532,5901,828,714,1,,4,,82,86,14
1005618635,100,6,6,0,100,66.7,100,100,1,0,0,0,100,1,1,100,87.5,3,100,1,1,1,786531,786532,5937,1762,1542,5,,6,,110,116,15
1005618640,100,6,18,4.3,100,50,100,100,1,0,1,0,100,1,0,86.6,81.3,4,33.3,1,18,1,780004,784104,5901,955,874,1,,2,0,66,68,13
1005739165,93.3,7,18,6.3,66.7,33.3,100,100,2,2,1,0,0,0,0,99.4,62.5,3,40,0,32,1,780004,781237,5937,8494,8344,8,,21,17,708,746,15
1005743390,80,5,14,4.5,50,0,100,100,1,0,0,0,0,0,0,91.2,43.8,2,35.7,0,21,1,780004,781684,5901,5923,5631,8,,3,,462,465,15
1005810412,86.7,6,11,2.5,66.7,33.3,100,0,0,0,1,0,100,1,1,100,62.5,3,53.3,1,10,0,788371,780217,5938,1657,1601,2,,9,,126,135,15
1005815535,100,7,20,6,100,0,100,0,0,0,1,1,0,0,0,90.7,62.5,2,35.4,0,32,0,780004,781237,5901,3887,3809,4,,9,4,331,344,15
1005815719,100,7,17,6.3,100,33.3,0,100,1,0,1,0,0,0,0,100,50,3,41.2,0,36,1,780004,781237,5901,5488,5387,4,,11,7,420,438,15
1006208373,100,7,20,6,100,0,100,0,0,0,1,1,0,0,0,90.7,62.5,2,35.4,0,32,0,780004,781237,5901,6065,5958,4,,5,2,479,486,15
1006300450,86.7,5,14,4.8,100,100,100,100,1,0,0,0,0,0,0,91.2,100,2,35.7,0,25,1,780004,781684,5908,4702,4456,8,,,,420,420,15
1006311291,86.7,7,20,6,50,0,100,0,0,0,1,1,0,0,0,90.7,43.8,2,35.4,0,30,0,780004,781237,5901,3477,3413,4,,8,2,276,286,15
1006323330,93.3,5,7,0,100,33.3,100,100,1,0,0,0,100,1,1,100,75,3,71.4,1,0,1,786531,786532,5904,959,843,4,,1,,75,76,15
1006387672,100,8,20,7.5,66.7,33.3,100,100,2,2,0,0,100,2,1,100,62.5,3,40.5,1,34,1,788371,780217,5908,4360,4208,4,,9,33,348,390,15
1006407779,100,5,12,3.3,100,100,100,100,1,0,1,0,0,0,0,100,100,3,41.7,0,20,1,786531,786532,5901,644,582,2,,2,,86,88,15
1006539325,100,7,18,6,100,50,100,100,1,0,0,0,0,0,0,99.4,81.3,2,40,0,29,1,780004,781237,5908,3685,3619,4,,12,5,258,275,15
1006820211,100,7,19,6,100,33.3,100,100,1,1,0,0,100,1,1,94.3,75,3,37.3,1,34,1,780004,781237,5908,9127,8962,4,,8,2,673,683,15
1006858492,93.3,5,14,4.8,50,100,100,0,0,0,0,0,100,1,0,91.2,81.3,2,35.7,1,25,0,780004,781684,5937,7776,7389,9,,1,,680,681,15
1007033603,73.3,8,16,5,100,100,100,0,0,0,0,0,100,1,0,100,100,2,50,1,26,0,786531,786532,5904,1926,1656,4,,8,,113,121,15
1007092195,93.3,5,14,4.8,100,50,100,0,0,0,1,0,0,0,0,91.2,81.3,2,35.7,0,24,0,780004,781684,5904,5707,5420,9,,,,500,500,15
1007094109,100,5,14,4.8,100,100,100,50,1,1,0,0,0,0,0,91.2,100,2,35.7,0,28,1,780004,781684,5937,8013,7616,7,,,,615,615,15
1007146168,93.3,5,11,2.5,50,50,0,0,0,0,0,0,100,1,1,100,37.5,2,44.4,1,10,0,780004,784104,5904,656,614,1,,1,,56,57,13
1007532978,100,7,19,6,66.7,33.3,100,100,1,0,1,1,0,0,0,94.3,62.5,3,37.3,0,33,1,780004,781237,5938,6041,5924,4,,15,1,552,568,15
1007822798,93.3,8.5,22,6.5,66.7,0,100,0,0,1,1,0,100,1,0,98.5,50,3,39.5,1,30,0,788371,780217,5908,2992,2882,5,,12,7,241,260,15
1007823093,93.3,6,18,5.5,0,0,100,0,0,1,0,0,0,0,0,86.6,25,1,33.3,0,28,0,788371,780008,5904,2643,2546,5,,,1,171,172,14
1007869550,100,7.5,18,5,33.3,0,100,100,2,2,0,0,100,2,1,100,37.5,3,42.3,1,29,1,788371,780217,5937,1137,1100,2,,3,8,143,154,15
1007911203,100,5,14,4.8,100,100,100,50,1,1,0,0,0,0,0,91.2,100,2,35.7,0,25,1,780004,781684,5937,8530,8093,9,,,,688,688,15
1007913487,100,6,6,0,100,100,100,100,1,0,0,1,100,1,0,100,100,3,100,1,1,1,786531,786532,5904,237,212,1,,2,,30,32,8
1007941968,100,5,12,2.3,66.7,33.3,0,100,1,0,1,0,0,0,0,100,37.5,3,41.7,0,13,1,786531,786532,5904,7777,6865,4,,3,,565,568,15
1008306184,100,7,20,5.5,66.7,66.7,100,100,1,1,1,0,0,0,0,91.6,75,3,35.9,0,25,1,788371,780008,5908,4041,3907,4,,2,1,288,291,15
1008461285,80,4.3,14,3.8,100,100,100,0,0,0,0,0,0,0,0,80.9,100,1,30.4,0,18,0,788371,780008,5908,5489,5297,4,,,,429,429,12
1008600767,100,6,16,6,66.7,33.3,100,100,2,1,1,1,0,0,0,97,62.5,3,38.7,0,39,1,780004,781237,5938,8101,7968,7,,24,8,619,651,15
1008810635,80,4,8,2.3,50,50,0,0,0,0,0,0,100,1,1,100,37.5,2,50,1,4,0,786531,786532,5904,1476,1368,4,1,2,,96,99,15
1008873153,100,5,14,4.8,50,50,100,100,1,0,0,0,0,0,0,91.2,62.5,2,35.7,0,28,1,780004,781684,5908,5570,5293,9,,,,465,465,15
1009121764,100,6,17,5,100,66.7,100,0,0,0,1,0,100,1,0,90.4,87.5,3,35.3,1,25,0,788371,780008,5901,4142,3993,5,,,3,267,270,15
1009162717,100,5,14,5,50,50,100,100,1,0,0,0,0,0,0,91.2,62.5,2,35.7,0,21,1,780004,781684,5901,9094,8618,8,,,,735,735,15
1009227853,100,6,18,6,0,0,100,0,0,0,0,0,0,0,0,87.5,25,1,33.8,0,33,0,788371,780008,5908,2067,1997,4,,,,182,182,15
1010131971,100,5,16,4.5,100,0,100,0,0,0,0,0,0,0,0,82.6,62.5,1,31.3,0,27,0,788371,780008,5901,3571,3438,4,,0,2,345,347,15
1010182900,86.7,5,14,5.8,50,50,100,100,1,0,0,0,0,0,0,91.2,62.5,2,35.7,0,24,1,780004,781684,5901,6440,6110,8,,,,504,504,15
1010422935,100,7,19,6,100,33.3,100,100,1,0,1,1,0,0,0,94.3,75,3,37.3,0,36,1,780004,781237,5908,5825,5716,4,,7,3,579,589,15
1010422960,100,7,19,6,100,0,100,0,0,0,1,1,0,0,0,94.3,62.5,2,37.3,0,34,0,780004,781237,5908,6198,6091,4,,8,5,474,487,15
1010518285,100,6.8,19,5.3,100,50,100,100,1,0,0,0,0,0,0,90.8,81.3,2,35.5,0,18,1,788371,780008,5908,4740,4573,5,,,,270,270,15
1010756250,100,6,17,5,100,0,100,0,0,0,0,0,0,0,0,90.4,62.5,1,35.3,0,27,0,788371,780008,5908,3296,3180,5,,,,229,229,15
1011020116,100,4,15,5,0,0,100,0,0,0,0,0,0,0,0,73,25,1,26.2,0,27,0,788371,780008,5938,5121,4937,5,,,,270,270,15
1011311717,73.3,4.5,17,5,0,0,100,0,0,0,0,0,0,0,0,73.5,25,1,26.5,0,25,0,788371,780008,5908,2178,2094,4,,,,156,156,13
1011311725,93.3,7,20,6,100,33.3,100,100,1,0,0,0,100,1,1,90.7,75,3,35.4,1,35,1,780004,781237,5901,9865,9683,8,,21,2,787,810,15
1011311731,100,6,16,6,100,33.3,100,100,1,0,1,1,0,0,0,95.8,75,3,38.1,0,30,1,780004,781237,5938,7825,7682,8,,19,2,650,671,15
1011336023,93.3,6,17,3.5,66.7,33.3,100,100,1,0,1,0,0,0,0,90.4,62.5,3,35.3,0,14,1,788371,780008,5938,6283,6066,4,,,9,321,330,15
1011483780,100,7,17,5,50,25,100,100,1,0,1,0,100,1,1,100,53.1,4,41.2,1,30,1,788371,780217,5901,5037,4864,4,,1,16,361,378,15
1014857573,93.3,5.5,16,6,50,0,100,100,2,2,2,0,100,1,1,90.8,43.8,4,35.5,1,27,1,788371,780217,5901,5768,5568,4,,,14,446,460,15
1015287602,100,7,17,6,100,100,100,100,1,0,0,0,0,0,0,100,100,2,41.2,0,36,1,780004,781237,5904,7626,7475,4,,12,7,637,656,15
